household_id,tariff_type,acorn_code,area_group
MAC005492,ToU,ACORN-,ACORN-
MAC001074,ToU,ACORN-,ACORN-
MAC000002,Std,ACORN-A,Affluent
MAC003613,Std,ACORN-A,Affluent
MAC003597,Std,ACORN-A,Affluent
MAC003579,Std,ACORN-A,Affluent
MAC003566,Std,ACORN-A,Affluent
MAC003557,Std,ACORN-A,Affluent
MAC003553,Std,ACORN-A,Affluent
MAC003482,Std,ACORN-A,Affluent
MAC003463,Std,ACORN-A,Affluent
MAC003449,Std,ACORN-A,Affluent
MAC003428,Std,ACORN-A,Affluent
MAC003423,Std,ACORN-A,Affluent
MAC003422,Std,ACORN-A,Affluent
MAC003400,Std,ACORN-A,Affluent
MAC003394,Std,ACORN-A,Affluent
MAC003388,Std,ACORN-A,Affluent
MAC003348,Std,ACORN-A,Affluent
MAC000246,Std,ACORN-A,Affluent
MAC003305,Std,ACORN-A,Affluent
MAC003281,Std,ACORN-A,Affluent
MAC003252,Std,ACORN-A,Affluent
MAC003239,Std,ACORN-A,Affluent
MAC003646,Std,ACORN-A,Affluent
MAC003656,Std,ACORN-A,Affluent
MAC003668,Std,ACORN-A,Affluent
MAC003680,Std,ACORN-A,Affluent
MAC004431,Std,ACORN-A,Affluent
MAC004387,Std,ACORN-A,Affluent
MAC004319,Std,ACORN-A,Affluent
MAC004247,Std,ACORN-A,Affluent
MAC004179,Std,ACORN-A,Affluent
MAC004034,Std,ACORN-A,Affluent
MAC003874,Std,ACORN-A,Affluent
MAC003863,Std,ACORN-A,Affluent
MAC003856,Std,ACORN-A,Affluent
MAC003851,Std,ACORN-A,Affluent
MAC003223,Std,ACORN-A,Affluent
MAC003844,Std,ACORN-A,Affluent
MAC003826,Std,ACORN-A,Affluent
MAC003817,Std,ACORN-A,Affluent
MAC003805,Std,ACORN-A,Affluent
MAC003775,Std,ACORN-A,Affluent
MAC003740,Std,ACORN-A,Affluent
MAC003737,Std,ACORN-A,Affluent
MAC003719,Std,ACORN-A,Affluent
MAC003718,Std,ACORN-A,Affluent
MAC003686,Std,ACORN-A,Affluent
MAC000450,Std,ACORN-A,Affluent
MAC003840,Std,ACORN-A,Affluent
MAC003212,Std,ACORN-A,Affluent
MAC003182,Std,ACORN-A,Affluent
MAC003166,Std,ACORN-A,Affluent
MAC001628,Std,ACORN-A,Affluent
MAC001533,Std,ACORN-A,Affluent
MAC001528,Std,ACORN-A,Affluent
MAC001510,Std,ACORN-A,Affluent
MAC001271,Std,ACORN-A,Affluent
MAC001251,Std,ACORN-A,Affluent
MAC001239,Std,ACORN-A,Affluent
MAC001145,Std,ACORN-A,Affluent
MAC000974,Std,ACORN-A,Affluent
MAC000948,Std,ACORN-A,Affluent
MAC001689,Std,ACORN-A,Affluent
MAC000902,Std,ACORN-A,Affluent
MAC000850,Std,ACORN-A,Affluent
MAC000816,Std,ACORN-A,Affluent
MAC000778,Std,ACORN-A,Affluent
MAC000379,Std,ACORN-A,Affluent
MAC000768,Std,ACORN-A,Affluent
MAC000713,Std,ACORN-A,Affluent
MAC000386,Std,ACORN-A,Affluent
MAC000569,Std,ACORN-A,Affluent
MAC000557,Std,ACORN-A,Affluent
MAC000535,Std,ACORN-A,Affluent
MAC000886,Std,ACORN-A,Affluent
MAC004529,Std,ACORN-A,Affluent
MAC001710,Std,ACORN-A,Affluent
MAC001776,Std,ACORN-A,Affluent
MAC003110,Std,ACORN-A,Affluent
MAC003072,Std,ACORN-A,Affluent
MAC002937,Std,ACORN-A,Affluent
MAC002924,Std,ACORN-A,Affluent
MAC002813,Std,ACORN-A,Affluent
MAC002628,Std,ACORN-A,Affluent
MAC002613,Std,ACORN-A,Affluent
MAC002601,Std,ACORN-A,Affluent
MAC002563,Std,ACORN-A,Affluent
MAC002562,Std,ACORN-A,Affluent
MAC001734,Std,ACORN-A,Affluent
MAC002314,Std,ACORN-A,Affluent
MAC002249,Std,ACORN-A,Affluent
MAC002150,Std,ACORN-A,Affluent
MAC002068,Std,ACORN-A,Affluent
MAC000323,Std,ACORN-A,Affluent
MAC002025,Std,ACORN-A,Affluent
MAC001989,Std,ACORN-A,Affluent
MAC001893,Std,ACORN-A,Affluent
MAC001843,Std,ACORN-A,Affluent
MAC001836,Std,ACORN-A,Affluent
MAC001819,Std,ACORN-A,Affluent
MAC002260,Std,ACORN-A,Affluent
MAC004554,Std,ACORN-A,Affluent
MAC003683,Std,ACORN-A,Affluent
MAC003257,ToU,ACORN-A,Affluent
MAC000464,ToU,ACORN-A,Affluent
MAC000339,ToU,ACORN-A,Affluent
MAC004872,Std,ACORN-A,Affluent
MAC005523,Std,ACORN-A,Affluent
MAC004054,ToU,ACORN-A,Affluent
MAC000103,Std,ACORN-A,Affluent
MAC000487,ToU,ACORN-A,Affluent
MAC004258,ToU,ACORN-A,Affluent
MAC003606,ToU,ACORN-A,Affluent
MAC005468,Std,ACORN-A,Affluent
MAC000110,Std,ACORN-A,Affluent
MAC005421,Std,ACORN-A,Affluent
MAC000112,Std,ACORN-A,Affluent
MAC005406,Std,ACORN-A,Affluent
MAC004374,ToU,ACORN-A,Affluent
MAC005283,Std,ACORN-A,Affluent
MAC000593,ToU,ACORN-A,Affluent
MAC000609,ToU,ACORN-A,Affluent
MAC003634,ToU,ACORN-A,Affluent
MAC000040,Std,ACORN-A,Affluent
MAC002199,ToU,ACORN-A,Affluent
MAC002134,ToU,ACORN-A,Affluent
MAC002113,ToU,ACORN-A,Affluent
MAC001736,ToU,ACORN-A,Affluent
MAC003286,ToU,ACORN-A,Affluent
MAC001653,ToU,ACORN-A,Affluent
MAC003474,ToU,ACORN-A,Affluent
MAC002552,ToU,ACORN-A,Affluent
MAC003807,ToU,ACORN-A,Affluent
MAC003895,ToU,ACORN-A,Affluent
MAC000797,ToU,ACORN-A,Affluent
MAC000030,Std,ACORN-A,Affluent
MAC003536,ToU,ACORN-A,Affluent
MAC004436,ToU,ACORN-A,Affluent
MAC002959,ToU,ACORN-A,Affluent
MAC004988,ToU,ACORN-A,Affluent
MAC005042,Std,ACORN-A,Affluent
MAC004789,ToU,ACORN-A,Affluent
MAC003196,ToU,ACORN-A,Affluent
MAC004900,Std,ACORN-A,Affluent
MAC005062,Std,ACORN-A,Affluent
MAC004997,Std,ACORN-A,Affluent
MAC004713,ToU,ACORN-A,Affluent
MAC005160,ToU,ACORN-A,Affluent
MAC004633,ToU,ACORN-A,Affluent
MAC004593,ToU,ACORN-A,Affluent
MAC004955,ToU,ACORN-A,Affluent
MAC005172,ToU,ACORN-A,Affluent
MAC005159,ToU,ACORN-A,Affluent
MAC004543,ToU,ACORN-A,Affluent
MAC003211,ToU,ACORN-A,Affluent
MAC003221,ToU,ACORN-A,Affluent
MAC004832,ToU,ACORN-A,Affluent
MAC004417,Std,ACORN-B,Affluent
MAC004957,Std,ACORN-B,Affluent
MAC003173,Std,ACORN-B,Affluent
MAC003903,ToU,ACORN-B,Affluent
MAC001966,Std,ACORN-B,Affluent
MAC002327,Std,ACORN-B,Affluent
MAC000606,Std,ACORN-B,Affluent
MAC004567,Std,ACORN-B,Affluent
MAC003445,Std,ACORN-B,Affluent
MAC003441,Std,ACORN-B,Affluent
MAC001835,ToU,ACORN-B,Affluent
MAC003403,Std,ACORN-B,Affluent
MAC001410,ToU,ACORN-B,Affluent
MAC003607,Std,ACORN-B,Affluent
MAC003876,Std,ACORN-B,Affluent
MAC001448,Std,ACORN-B,Affluent
MAC003900,Std,ACORN-B,Affluent
MAC004408,ToU,ACORN-B,Affluent
MAC003225,Std,ACORN-B,Affluent
MAC003908,Std,ACORN-B,Affluent
MAC003822,Std,ACORN-B,Affluent
MAC000897,Std,ACORN-B,Affluent
MAC003355,Std,ACORN-B,Affluent
MAC004287,Std,ACORN-B,Affluent
MAC002528,Std,ACORN-B,Affluent
MAC003427,ToU,ACORN-C,Affluent
MAC002862,Std,ACORN-C,Affluent
MAC002481,Std,ACORN-C,Affluent
MAC003580,ToU,ACORN-C,Affluent
MAC002859,Std,ACORN-C,Affluent
MAC003358,ToU,ACORN-C,Affluent
MAC002606,Std,ACORN-C,Affluent
MAC002599,Std,ACORN-C,Affluent
MAC002214,Std,ACORN-C,Affluent
MAC002474,Std,ACORN-C,Affluent
MAC003559,ToU,ACORN-C,Affluent
MAC003365,ToU,ACORN-C,Affluent
MAC002595,Std,ACORN-C,Affluent
MAC003387,ToU,ACORN-C,Affluent
MAC002582,Std,ACORN-C,Affluent
MAC002575,Std,ACORN-C,Affluent
MAC002296,Std,ACORN-C,Affluent
MAC002829,Std,ACORN-C,Affluent
MAC003366,ToU,ACORN-C,Affluent
MAC003434,ToU,ACORN-C,Affluent
MAC002503,Std,ACORN-C,Affluent
MAC004848,Std,ACORN-C,Affluent
MAC002015,Std,ACORN-C,Affluent
MAC001371,Std,ACORN-C,Affluent
MAC001313,Std,ACORN-C,Affluent
MAC004509,ToU,ACORN-C,Affluent
MAC001140,Std,ACORN-C,Affluent
MAC004825,ToU,ACORN-C,Affluent
MAC000798,Std,ACORN-C,Affluent
MAC001395,Std,ACORN-C,Affluent
MAC004910,ToU,ACORN-C,Affluent
MAC000689,Std,ACORN-C,Affluent
MAC000630,Std,ACORN-C,Affluent
MAC005489,ToU,ACORN-C,Affluent
MAC000545,Std,ACORN-C,Affluent
MAC005550,ToU,ACORN-C,Affluent
MAC000517,Std,ACORN-C,Affluent
MAC000744,Std,ACORN-C,Affluent
MAC002070,Std,ACORN-C,Affluent
MAC001401,Std,ACORN-C,Affluent
MAC001488,Std,ACORN-C,Affluent
MAC003736,ToU,ACORN-C,Affluent
MAC001988,Std,ACORN-C,Affluent
MAC001958,Std,ACORN-C,Affluent
MAC003745,ToU,ACORN-C,Affluent
MAC003762,ToU,ACORN-C,Affluent
MAC003766,ToU,ACORN-C,Affluent
MAC001465,Std,ACORN-C,Affluent
MAC003782,ToU,ACORN-C,Affluent
MAC001664,Std,ACORN-C,Affluent
MAC001652,Std,ACORN-C,Affluent
MAC003914,ToU,ACORN-C,Affluent
MAC001579,Std,ACORN-C,Affluent
MAC001553,Std,ACORN-C,Affluent
MAC001544,Std,ACORN-C,Affluent
MAC001695,Std,ACORN-C,Affluent
MAC001661,Std,ACORN-C,Affluent
MAC002604,ToU,ACORN-C,Affluent
MAC003033,Std,ACORN-C,Affluent
MAC003901,Std,ACORN-C,Affluent
MAC003889,Std,ACORN-C,Affluent
MAC005066,Std,ACORN-C,Affluent
MAC005112,Std,ACORN-C,Affluent
MAC005320,Std,ACORN-C,Affluent
MAC003843,Std,ACORN-C,Affluent
MAC003804,Std,ACORN-C,Affluent
MAC003787,Std,ACORN-C,Affluent
MAC003907,Std,ACORN-C,Affluent
MAC003776,Std,ACORN-C,Affluent
MAC003755,Std,ACORN-C,Affluent
MAC003748,Std,ACORN-C,Affluent
MAC005506,Std,ACORN-C,Affluent
MAC003731,Std,ACORN-C,Affluent
MAC005509,Std,ACORN-C,Affluent
MAC000005,ToU,ACORN-C,Affluent
MAC000017,ToU,ACORN-C,Affluent
MAC003642,Std,ACORN-C,Affluent
MAC005490,Std,ACORN-C,Affluent
MAC003912,Std,ACORN-C,Affluent
MAC003933,Std,ACORN-C,Affluent
MAC004029,Std,ACORN-C,Affluent
MAC004750,Std,ACORN-C,Affluent
MAC004712,Std,ACORN-C,Affluent
MAC004673,Std,ACORN-C,Affluent
MAC004664,Std,ACORN-C,Affluent
MAC004585,Std,ACORN-C,Affluent
MAC004925,Std,ACORN-C,Affluent
MAC004504,Std,ACORN-C,Affluent
MAC004455,Std,ACORN-C,Affluent
MAC004447,Std,ACORN-C,Affluent
MAC004415,Std,ACORN-C,Affluent
MAC004406,Std,ACORN-C,Affluent
MAC004989,Std,ACORN-C,Affluent
MAC004369,Std,ACORN-C,Affluent
MAC004367,Std,ACORN-C,Affluent
MAC004336,Std,ACORN-C,Affluent
MAC004249,Std,ACORN-C,Affluent
MAC005028,Std,ACORN-C,Affluent
MAC004108,Std,ACORN-C,Affluent
MAC004040,Std,ACORN-C,Affluent
MAC003639,Std,ACORN-C,Affluent
MAC000598,ToU,ACORN-C,Affluent
MAC003592,Std,ACORN-C,Affluent
MAC003584,Std,ACORN-C,Affluent
MAC003313,Std,ACORN-C,Affluent
MAC003299,Std,ACORN-C,Affluent
MAC003288,Std,ACORN-C,Affluent
MAC003287,Std,ACORN-C,Affluent
MAC003283,Std,ACORN-C,Affluent
MAC003278,Std,ACORN-C,Affluent
MAC003275,Std,ACORN-C,Affluent
MAC003260,Std,ACORN-C,Affluent
MAC002797,ToU,ACORN-C,Affluent
MAC003235,Std,ACORN-C,Affluent
MAC003231,Std,ACORN-C,Affluent
MAC003061,ToU,ACORN-C,Affluent
MAC003220,Std,ACORN-C,Affluent
MAC003157,ToU,ACORN-C,Affluent
MAC003204,Std,ACORN-C,Affluent
MAC003184,Std,ACORN-C,Affluent
MAC003201,ToU,ACORN-C,Affluent
MAC003137,Std,ACORN-C,Affluent
MAC003065,Std,ACORN-C,Affluent
MAC003319,Std,ACORN-C,Affluent
MAC003001,Std,ACORN-C,Affluent
MAC003335,Std,ACORN-C,Affluent
MAC003339,Std,ACORN-C,Affluent
MAC001064,ToU,ACORN-C,Affluent
MAC003558,Std,ACORN-C,Affluent
MAC001219,ToU,ACORN-C,Affluent
MAC003556,Std,ACORN-C,Affluent
MAC003548,Std,ACORN-C,Affluent
MAC003511,Std,ACORN-C,Affluent
MAC003499,Std,ACORN-C,Affluent
MAC003487,Std,ACORN-C,Affluent
MAC003486,Std,ACORN-C,Affluent
MAC001471,ToU,ACORN-C,Affluent
MAC003442,Std,ACORN-C,Affluent
MAC001767,ToU,ACORN-C,Affluent
MAC003392,Std,ACORN-C,Affluent
MAC002201,ToU,ACORN-C,Affluent
MAC003368,Std,ACORN-C,Affluent
MAC003357,Std,ACORN-C,Affluent
MAC003349,Std,ACORN-C,Affluent
MAC002433,ToU,ACORN-C,Affluent
MAC002455,ToU,ACORN-C,Affluent
MAC003336,Std,ACORN-C,Affluent
MAC000431,Std,ACORN-C,Affluent
MAC005565,ToU,ACORN-C,Affluent
MAC000096,Std,ACORN-C,Affluent
MAC000140,Std,ACORN-C,Affluent
MAC004539,Std,ACORN-D,Affluent
MAC000336,ToU,ACORN-D,Affluent
MAC000342,ToU,ACORN-D,Affluent
MAC001698,Std,ACORN-D,Affluent
MAC000727,Std,ACORN-D,Affluent
MAC002267,Std,ACORN-D,Affluent
MAC003013,Std,ACORN-D,Affluent
MAC002482,ToU,ACORN-D,Affluent
MAC001682,ToU,ACORN-D,Affluent
MAC000715,Std,ACORN-D,Affluent
MAC004527,Std,ACORN-D,Affluent
MAC002627,Std,ACORN-D,Affluent
MAC000456,ToU,ACORN-D,Affluent
MAC001717,Std,ACORN-D,Affluent
MAC004783,ToU,ACORN-D,Affluent
MAC004814,ToU,ACORN-D,Affluent
MAC002233,Std,ACORN-D,Affluent
MAC000084,Std,ACORN-D,Affluent
MAC000317,Std,ACORN-D,Affluent
MAC001691,Std,ACORN-D,Affluent
MAC004714,ToU,ACORN-D,Affluent
MAC001656,Std,ACORN-D,Affluent
MAC004637,Std,ACORN-D,Affluent
MAC000776,Std,ACORN-D,Affluent
MAC004628,Std,ACORN-D,Affluent
MAC003063,Std,ACORN-D,Affluent
MAC005370,Std,ACORN-D,Affluent
MAC003502,ToU,ACORN-D,Affluent
MAC001425,Std,ACORN-D,Affluent
MAC000737,Std,ACORN-D,Affluent
MAC001826,ToU,ACORN-D,Affluent
MAC000193,ToU,ACORN-D,Affluent
MAC000194,ToU,ACORN-D,Affluent
MAC001098,Std,ACORN-D,Affluent
MAC000050,Std,ACORN-D,Affluent
MAC003022,Std,ACORN-D,Affluent
MAC000073,Std,ACORN-D,Affluent
MAC003018,Std,ACORN-D,Affluent
MAC000741,Std,ACORN-D,Affluent
MAC001825,ToU,ACORN-D,Affluent
MAC002497,ToU,ACORN-D,Affluent
MAC002218,Std,ACORN-D,Affluent
MAC000692,Std,ACORN-D,Affluent
MAC002170,Std,ACORN-D,Affluent
MAC001612,ToU,ACORN-D,Affluent
MAC004389,Std,ACORN-D,Affluent
MAC001766,Std,ACORN-D,Affluent
MAC004990,ToU,ACORN-D,Affluent
MAC004386,Std,ACORN-D,Affluent
MAC004385,Std,ACORN-D,Affluent
MAC001768,Std,ACORN-D,Affluent
MAC000632,Std,ACORN-D,Affluent
MAC001370,Std,ACORN-D,Affluent
MAC000289,Std,ACORN-D,Affluent
MAC000063,Std,ACORN-D,Affluent
MAC003709,Std,ACORN-D,Affluent
MAC002157,Std,ACORN-D,Affluent
MAC002155,Std,ACORN-D,Affluent
MAC004364,Std,ACORN-D,Affluent
MAC000619,Std,ACORN-D,Affluent
MAC001614,ToU,ACORN-D,Affluent
MAC002335,Std,ACORN-D,Affluent
MAC000647,Std,ACORN-D,Affluent
MAC004409,Std,ACORN-D,Affluent
MAC001135,Std,ACORN-D,Affluent
MAC004475,Std,ACORN-D,Affluent
MAC005351,Std,ACORN-D,Affluent
MAC002505,Std,ACORN-D,Affluent
MAC001735,Std,ACORN-D,Affluent
MAC002978,Std,ACORN-D,Affluent
MAC002649,Std,ACORN-D,Affluent
MAC000085,Std,ACORN-D,Affluent
MAC004434,Std,ACORN-D,Affluent
MAC002965,Std,ACORN-D,Affluent
MAC001642,ToU,ACORN-D,Affluent
MAC004948,ToU,ACORN-D,Affluent
MAC004949,ToU,ACORN-D,Affluent
MAC002190,Std,ACORN-D,Affluent
MAC004968,ToU,ACORN-D,Affluent
MAC001157,Std,ACORN-D,Affluent
MAC005154,Std,ACORN-D,Affluent
MAC002946,Std,ACORN-D,Affluent
MAC000139,ToU,ACORN-D,Affluent
MAC004647,Std,ACORN-D,Affluent
MAC004611,ToU,ACORN-D,Affluent
MAC001552,Std,ACORN-D,Affluent
MAC002458,Std,ACORN-D,Affluent
MAC004888,Std,ACORN-D,Affluent
MAC004887,Std,ACORN-D,Affluent
MAC001561,Std,ACORN-D,Affluent
MAC003146,Std,ACORN-D,Affluent
MAC002428,Std,ACORN-D,Affluent
MAC005453,Std,ACORN-D,Affluent
MAC002230,ToU,ACORN-D,Affluent
MAC004218,ToU,ACORN-D,Affluent
MAC005003,Std,ACORN-D,Affluent
MAC001580,Std,ACORN-D,Affluent
MAC002243,ToU,ACORN-D,Affluent
MAC002083,ToU,ACORN-D,Affluent
MAC004843,Std,ACORN-D,Affluent
MAC001584,Std,ACORN-D,Affluent
MAC000888,Std,ACORN-D,Affluent
MAC001502,Std,ACORN-D,Affluent
MAC004091,ToU,ACORN-D,Affluent
MAC000079,Std,ACORN-D,Affluent
MAC001000,Std,ACORN-D,Affluent
MAC004953,Std,ACORN-D,Affluent
MAC000311,Std,ACORN-D,Affluent
MAC004945,Std,ACORN-D,Affluent
MAC001518,Std,ACORN-D,Affluent
MAC000983,Std,ACORN-D,Affluent
MAC002166,ToU,ACORN-D,Affluent
MAC004928,Std,ACORN-D,Affluent
MAC004927,Std,ACORN-D,Affluent
MAC004263,ToU,ACORN-D,Affluent
MAC000957,Std,ACORN-D,Affluent
MAC004976,Std,ACORN-D,Affluent
MAC001539,Std,ACORN-D,Affluent
MAC003229,Std,ACORN-D,Affluent
MAC004916,Std,ACORN-D,Affluent
MAC004915,Std,ACORN-D,Affluent
MAC004911,Std,ACORN-D,Affluent
MAC004987,Std,ACORN-D,Affluent
MAC002148,ToU,ACORN-D,Affluent
MAC004924,Std,ACORN-D,Affluent
MAC000883,Std,ACORN-D,Affluent
MAC000105,Std,ACORN-D,Affluent
MAC002247,ToU,ACORN-D,Affluent
MAC004718,Std,ACORN-D,Affluent
MAC003093,Std,ACORN-D,Affluent
MAC004704,Std,ACORN-D,Affluent
MAC005380,Std,ACORN-D,Affluent
MAC002358,Std,ACORN-D,Affluent
MAC000815,Std,ACORN-D,Affluent
MAC004686,Std,ACORN-D,Affluent
MAC001873,ToU,ACORN-D,Affluent
MAC001928,ToU,ACORN-D,Affluent
MAC000808,Std,ACORN-D,Affluent
MAC000052,ToU,ACORN-D,Affluent
MAC004677,Std,ACORN-D,Affluent
MAC001638,Std,ACORN-D,Affluent
MAC004666,Std,ACORN-D,Affluent
MAC000377,Std,ACORN-D,Affluent
MAC001070,Std,ACORN-D,Affluent
MAC000109,ToU,ACORN-D,Affluent
MAC004653,Std,ACORN-D,Affluent
MAC004590,ToU,ACORN-D,Affluent
MAC004360,Std,ACORN-D,Affluent
MAC004448,ToU,ACORN-D,Affluent
MAC004439,ToU,ACORN-D,Affluent
MAC005015,Std,ACORN-D,Affluent
MAC005504,Std,ACORN-D,Affluent
MAC000871,Std,ACORN-D,Affluent
MAC004318,ToU,ACORN-D,Affluent
MAC002555,Std,ACORN-D,Affluent
MAC000866,Std,ACORN-D,Affluent
MAC005517,Std,ACORN-D,Affluent
MAC000863,Std,ACORN-D,Affluent
MAC003100,Std,ACORN-D,Affluent
MAC003364,Std,ACORN-D,Affluent
MAC002380,Std,ACORN-D,Affluent
MAC004760,Std,ACORN-D,Affluent
MAC000026,Std,ACORN-D,Affluent
MAC002005,ToU,ACORN-D,Affluent
MAC001613,Std,ACORN-D,Affluent
MAC002375,Std,ACORN-D,Affluent
MAC004399,ToU,ACORN-D,Affluent
MAC004740,Std,ACORN-D,Affluent
MAC003708,ToU,ACORN-D,Affluent
MAC002153,Std,ACORN-D,Affluent
MAC004959,Std,ACORN-D,Affluent
MAC002928,Std,ACORN-D,Affluent
MAC001352,ToU,ACORN-D,Affluent
MAC002929,Std,ACORN-D,Affluent
MAC001869,Std,ACORN-D,Affluent
MAC002050,Std,ACORN-D,Affluent
MAC004178,Std,ACORN-D,Affluent
MAC002725,Std,ACORN-D,Affluent
MAC005324,ToU,ACORN-D,Affluent
MAC001867,Std,ACORN-D,Affluent
MAC005224,Std,ACORN-D,Affluent
MAC002036,Std,ACORN-D,Affluent
MAC005349,ToU,ACORN-D,Affluent
MAC002931,ToU,ACORN-D,Affluent
MAC005354,ToU,ACORN-D,Affluent
MAC001235,Std,ACORN-D,Affluent
MAC002024,Std,ACORN-D,Affluent
MAC005280,Std,ACORN-D,Affluent
MAC000931,ToU,ACORN-D,Affluent
MAC000884,ToU,ACORN-D,Affluent
MAC002851,Std,ACORN-D,Affluent
MAC001221,Std,ACORN-D,Affluent
MAC005255,ToU,ACORN-D,Affluent
MAC005211,Std,ACORN-D,Affluent
MAC001437,ToU,ACORN-D,Affluent
MAC000393,Std,ACORN-D,Affluent
MAC001420,ToU,ACORN-D,Affluent
MAC000531,Std,ACORN-D,Affluent
MAC004225,Std,ACORN-D,Affluent
MAC000830,ToU,ACORN-D,Affluent
MAC000322,Std,ACORN-D,Affluent
MAC000522,Std,ACORN-D,Affluent
MAC001402,ToU,ACORN-D,Affluent
MAC004205,Std,ACORN-D,Affluent
MAC004198,Std,ACORN-D,Affluent
MAC002063,Std,ACORN-D,Affluent
MAC005219,Std,ACORN-D,Affluent
MAC004193,Std,ACORN-D,Affluent
MAC000857,ToU,ACORN-D,Affluent
MAC002014,Std,ACORN-D,Affluent
MAC002010,Std,ACORN-D,Affluent
MAC000985,ToU,ACORN-D,Affluent
MAC000462,Std,ACORN-D,Affluent
MAC002765,ToU,ACORN-D,Affluent
MAC004016,Std,ACORN-D,Affluent
MAC005244,Std,ACORN-D,Affluent
MAC001166,ToU,ACORN-D,Affluent
MAC005249,Std,ACORN-D,Affluent
MAC004026,Std,ACORN-D,Affluent
MAC001964,Std,ACORN-D,Affluent
MAC005252,Std,ACORN-D,Affluent
MAC005273,Std,ACORN-D,Affluent
MAC001116,ToU,ACORN-D,Affluent
MAC005254,Std,ACORN-D,Affluent
MAC001956,Std,ACORN-D,Affluent
MAC004051,Std,ACORN-D,Affluent
MAC002779,Std,ACORN-D,Affluent
MAC004075,Std,ACORN-D,Affluent
MAC005261,Std,ACORN-D,Affluent
MAC004070,Std,ACORN-D,Affluent
MAC001980,Std,ACORN-D,Affluent
MAC004242,Std,ACORN-D,Affluent
MAC002805,Std,ACORN-D,Affluent
MAC004006,Std,ACORN-D,Affluent
MAC001897,Std,ACORN-D,Affluent
MAC003958,Std,ACORN-D,Affluent
MAC001232,ToU,ACORN-D,Affluent
MAC000455,Std,ACORN-D,Affluent
MAC002820,Std,ACORN-D,Affluent
MAC005275,Std,ACORN-D,Affluent
MAC002751,Std,ACORN-D,Affluent
MAC001999,Std,ACORN-D,Affluent
MAC002812,Std,ACORN-D,Affluent
MAC003987,Std,ACORN-D,Affluent
MAC002741,ToU,ACORN-D,Affluent
MAC001255,Std,ACORN-D,Affluent
MAC002891,ToU,ACORN-D,Affluent
MAC000442,Std,ACORN-D,Affluent
MAC000326,Std,ACORN-D,Affluent
MAC001258,Std,ACORN-D,Affluent
MAC004111,Std,ACORN-D,Affluent
MAC004007,Std,ACORN-D,Affluent
MAC000155,Std,ACORN-D,Affluent
MAC000503,Std,ACORN-D,Affluent
MAC000814,ToU,ACORN-D,Affluent
MAC005318,Std,ACORN-D,Affluent
MAC002885,Std,ACORN-D,Affluent
MAC004276,Std,ACORN-D,Affluent
MAC002109,Std,ACORN-D,Affluent
MAC001803,Std,ACORN-D,Affluent
MAC005316,Std,ACORN-D,Affluent
MAC001359,Std,ACORN-D,Affluent
MAC005134,ToU,ACORN-D,Affluent
MAC002138,Std,ACORN-D,Affluent
MAC005184,ToU,ACORN-D,Affluent
MAC005106,ToU,ACORN-D,Affluent
MAC004340,Std,ACORN-D,Affluent
MAC002137,Std,ACORN-D,Affluent
MAC001800,Std,ACORN-D,Affluent
MAC005179,ToU,ACORN-D,Affluent
MAC005182,Std,ACORN-D,Affluent
MAC004280,Std,ACORN-D,Affluent
MAC002884,Std,ACORN-D,Affluent
MAC004292,Std,ACORN-D,Affluent
MAC004348,Std,ACORN-D,Affluent
MAC001495,ToU,ACORN-D,Affluent
MAC002622,ToU,ACORN-D,Affluent
MAC005181,Std,ACORN-D,Affluent
MAC002645,ToU,ACORN-D,Affluent
MAC005206,Std,ACORN-D,Affluent
MAC001821,Std,ACORN-D,Affluent
MAC005195,Std,ACORN-D,Affluent
MAC000803,ToU,ACORN-D,Affluent
MAC004311,Std,ACORN-D,Affluent
MAC005070,ToU,ACORN-D,Affluent
MAC000572,Std,ACORN-D,Affluent
MAC000551,Std,ACORN-D,Affluent
MAC005205,Std,ACORN-D,Affluent
MAC000291,Std,ACORN-D,Affluent
MAC002670,Std,ACORN-D,Affluent
MAC002144,Std,ACORN-D,Affluent
MAC001787,Std,ACORN-D,Affluent
MAC002543,Std,ACORN-E,Affluent
MAC002556,Std,ACORN-E,Affluent
MAC002660,Std,ACORN-E,Affluent
MAC005399,Std,ACORN-E,Affluent
MAC002545,Std,ACORN-E,Affluent
MAC005329,Std,ACORN-E,Affluent
MAC002681,Std,ACORN-E,Affluent
MAC002752,Std,ACORN-E,Affluent
MAC005323,Std,ACORN-E,Affluent
MAC002542,Std,ACORN-E,Affluent
MAC002656,Std,ACORN-E,Affluent
MAC002546,Std,ACORN-E,Affluent
MAC005276,Std,ACORN-E,Affluent
MAC005314,Std,ACORN-E,Affluent
MAC002683,Std,ACORN-E,Affluent
MAC005326,Std,ACORN-E,Affluent
MAC005394,Std,ACORN-E,Affluent
MAC005327,Std,ACORN-E,Affluent
MAC005393,Std,ACORN-E,Affluent
MAC005315,Std,ACORN-E,Affluent
MAC002548,Std,ACORN-E,Affluent
MAC002549,Std,ACORN-E,Affluent
MAC002550,Std,ACORN-E,Affluent
MAC002750,Std,ACORN-E,Affluent
MAC005313,Std,ACORN-E,Affluent
MAC005392,Std,ACORN-E,Affluent
MAC000113,Std,ACORN-E,Affluent
MAC002754,Std,ACORN-E,Affluent
MAC002517,Std,ACORN-E,Affluent
MAC005322,Std,ACORN-E,Affluent
MAC005412,Std,ACORN-E,Affluent
