temp_max,weather_icon,cloud_cover,wind_speed,humidity,weather_date,temp_min,weather_summary
9.64,wind,0.73,7.86,0.77,2/5/2014 0:00,5.54,Breezy and mostly cloudy throughout the day.
8.18,wind,0.52,8.05,0.66,2/9/2014 0:00,4.78,Breezy until afternoon and mostly cloudy until evening.
11.96,wind,0.44,4.4,0.87,1/5/2014 0:00,1.72,Mostly cloudy until evening and breezy starting in the evening.
8.78,partly-cloudy-day,0.55,1.66,0.84,2/10/2014 0:00,4.08,Mostly cloudy throughout the day.
11.62,partly-cloudy-day,0.5,4.15,0.85,1/8/2014 0:00,7.37,Mostly cloudy until evening.
8.47,partly-cloudy-day,0.47,4.68,0.87,1/17/2014 0:00,6.43,Partly cloudy until evening.
9.72,partly-cloudy-day,0.37,4,0.83,1/13/2014 0:00,5.42,Partly cloudy until evening.
11.19,partly-cloudy-day,0.77,4.63,0.9,1/15/2014 0:00,6.41,Mostly cloudy until evening.
12.02,wind,0.67,6.6,0.81,2/14/2014 0:00,3.47,Overcast until evening and windy starting in the evening.
8.86,partly-cloudy-day,0.59,3.13,0.78,3/25/2014 0:00,5.66,Mostly cloudy until evening.
19.82,partly-cloudy-day,0.31,2.18,0.62,3/30/2014 0:00,8.53,"Mostly cloudy starting in the afternoon, continuing until evening."
9.7,partly-cloudy-day,0.31,2.06,0.79,3/4/2014 0:00,1.4,Mostly cloudy until evening.
12.12,wind,0.32,5.16,0.69,3/21/2014 0:00,6.93,Partly cloudy until evening and breezy overnight.
15.08,partly-cloudy-day,0.37,4.82,0.71,3/19/2014 0:00,7.48,Mostly cloudy until evening.
11.77,wind,0.44,4,0.83,1/25/2014 0:00,5.68,"Foggy in the morning and breezy starting in the afternoon, continuing until evening."
10.75,wind,0.4,4.89,0.82,1/2/2014 0:00,6.54,Partly cloudy until evening and breezy overnight.
8.08,partly-cloudy-day,0.55,1.33,0.85,3/3/2014 0:00,3.18,Mostly cloudy until evening.
12.57,wind,0.58,8.3,0.78,1/6/2014 0:00,9.34,Mostly cloudy until evening and breezy starting in the afternoon.
10.13,partly-cloudy-day,0.57,3.06,0.87,2/18/2014 0:00,5.85,Mostly cloudy throughout the day.
9.21,partly-cloudy-day,0.26,1.64,0.77,3/1/2014 0:00,3.05,Partly cloudy until afternoon.
8.88,wind,0.42,5.3,0.75,2/4/2014 0:00,4.22,Mostly cloudy until evening and breezy starting in the evening.
18.76,partly-cloudy-day,0.14,4.31,0.64,3/16/2014 0:00,7.14,"Partly cloudy starting in the afternoon, continuing until evening."
8.44,partly-cloudy-day,0.32,3.98,0.82,1/23/2014 0:00,3.35,Partly cloudy until evening.
15.37,fog,0.14,1.97,0.78,3/12/2014 0:00,3.73,Foggy overnight.
16.37,partly-cloudy-day,0.32,1.92,0.67,3/30/2014 23:00,10.98,Mostly cloudy until evening.
12.5,partly-cloudy-day,0.61,5.38,0.84,2/20/2014 0:00,6.34,Mostly cloudy throughout the day.
11.34,wind,,7.2,0.86,1/1/2014 0:00,6.59,Breezy until evening.
10.49,wind,0.4,7.66,0.78,1/3/2014 0:00,7.01,Partly cloudy until evening and breezy in the evening.
13.36,wind,0.55,7.16,0.79,3/20/2014 0:00,7.35,Mostly cloudy until evening and breezy until afternoon.
12.01,wind,0.39,6.03,0.77,1/9/2014 0:00,4.86,Breezy in the morning and partly cloudy until evening.
10.68,partly-cloudy-day,0.21,5.57,0.7,3/22/2014 0:00,4.39,Partly cloudy until afternoon.
9.13,wind,0.47,8.53,0.77,2/8/2014 0:00,6.81,Mostly cloudy until evening and breezy starting in the afternoon.
9.81,wind,0.63,3.98,0.79,2/7/2014 0:00,4.13,Mostly cloudy until evening and breezy overnight.
17.11,fog,0.05,0.87,0.76,3/13/2014 0:00,3.94,Foggy in the morning.
8.59,partly-cloudy-day,0.2,2.68,0.81,1/11/2014 0:00,1.02,Partly cloudy until afternoon.
7.66,fog,0.37,2.19,0.89,1/21/2014 0:00,1.97,Foggy in the morning.
9.99,partly-cloudy-day,0.35,4.34,0.83,1/18/2014 0:00,7.58,Mostly cloudy until evening.
9.58,partly-cloudy-day,0.61,4.46,0.84,1/4/2014 0:00,4.06,Mostly cloudy until evening.
10.08,partly-cloudy-day,0.36,3.82,0.7,3/23/2014 0:00,2.48,Partly cloudy until evening.
11.43,partly-cloudy-day,0.62,5.69,0.78,2/25/2014 0:00,6.79,Mostly cloudy throughout the day.
7.99,partly-cloudy-day,0.47,4.92,0.79,2/3/2014 0:00,4.97,Mostly cloudy throughout the day.
7.35,partly-cloudy-day,0.67,2.24,0.86,2/28/2014 0:00,3.43,Mostly cloudy until evening.
10.15,partly-cloudy-day,0.22,5.42,0.72,2/21/2014 0:00,3.59,Partly cloudy throughout the day.
11.38,wind,0.59,7.3,0.78,1/7/2014 0:00,8.98,Breezy in the morning and partly cloudy until evening.
18.08,partly-cloudy-day,0.21,4.99,0.64,3/15/2014 0:00,7.72,Partly cloudy until afternoon.
11.29,partly-cloudy-day,0.26,3.82,0.73,2/26/2014 0:00,4.17,Partly cloudy throughout the day.
8.44,fog,0.17,0.2,0.89,1/20/2014 0:00,1.3,Foggy overnight.
18.47,clear-day,0.08,4.19,0.65,3/29/2014 0:00,7.83,Clear throughout the day.
11.92,cloudy,0.6,4.26,0.79,3/11/2014 0:00,6.19,Overcast until afternoon.
9.3,partly-cloudy-day,0.22,4.75,0.72,2/2/2014 0:00,5.79,Partly cloudy until evening.
10.14,partly-cloudy-day,0.4,3.56,0.85,1/10/2014 0:00,2.68,Mostly cloudy until evening.
12.76,partly-cloudy-day,0.42,2.14,0.73,3/5/2014 0:00,1.33,Mostly cloudy throughout the day.
10.67,partly-cloudy-day,0.56,4.07,0.83,2/17/2014 0:00,4.89,Mostly cloudy until evening.
5.94,partly-cloudy-day,0.81,1.52,0.91,1/30/2014 0:00,3,Mostly cloudy until evening.
10.04,fog,0.44,2.36,0.77,3/27/2014 0:00,2.71,Foggy overnight.
10.2,partly-cloudy-day,0.37,2.69,0.69,3/24/2014 0:00,0.12,Mostly cloudy throughout the day.
12.43,fog,0.19,3.31,0.75,3/28/2014 0:00,3.85,Foggy in the morning.
9.03,partly-cloudy-day,0.4,4.55,0.79,1/26/2014 0:00,3.26,Mostly cloudy until evening.
10.31,partly-cloudy-day,0.32,4.14,0.74,2/27/2014 0:00,3.93,Partly cloudy until evening.
18.97,partly-cloudy-night,0.04,2.78,0.58,3/9/2014 0:00,7.65,Partly cloudy in the evening.
8.83,wind,0.59,7.24,0.75,2/12/2014 0:00,3.03,Mostly cloudy until evening and breezy throughout the day.
9.9,wind,0.35,9.96,0.69,2/15/2014 0:00,5.38,Windy and mostly cloudy until afternoon.
